symbol,date,time,price,volume
AAPL,3/5/2015,20:47:42,126.41,56517144
AAPL,3/5/2015,20:47:13,126.41,56517144
AAPL,3/5/2015,20:46:42,126.41,56517144
AAPL,3/5/2015,20:46:12,126.41,56517144
AAPL,3/5/2015,20:45:42,126.41,56517144
AAPL,3/5/2015,20:45:12,126.41,56517144
AAPL,3/5/2015,20:44:42,126.41,56517144
AAPL,3/5/2015,20:44:12,126.41,56517144
AAPL,3/5/2015,20:43:42,126.41,56517144
AAPL,3/5/2015,20:43:12,126.41,56517144
AAPL,3/5/2015,20:42:43,126.41,56517144
AAPL,3/5/2015,20:42:12,126.41,56517144
AAPL,3/5/2015,20:41:43,126.41,56517144
AAPL,3/5/2015,20:41:12,126.41,56517144
AAPL,3/5/2015,20:40:42,126.41,56517144
AAPL,3/5/2015,20:40:12,126.41,56517144
AAPL,3/5/2015,20:39:42,126.41,56517144
AAPL,3/5/2015,20:39:12,126.41,56517144
AAPL,3/5/2015,20:38:42,126.41,56517144
AAPL,3/5/2015,20:38:12,126.41,56517144
AAPL,3/5/2015,20:37:42,126.41,56517144
AAPL,3/5/2015,20:37:12,126.41,56517144
AAPL,3/5/2015,20:36:42,126.41,56517144
AAPL,3/5/2015,20:36:12,126.41,56517144
AAPL,3/5/2015,20:35:42,126.41,56517144
AAPL,3/5/2015,20:35:12,126.41,56517144
AAPL,3/5/2015,20:34:42,126.41,56517144
AAPL,3/5/2015,20:34:15,126.41,56517144
AAPL,3/5/2015,20:33:42,126.41,56517144
AAPL,3/5/2015,20:33:12,126.41,56517144
AAPL,3/5/2015,20:32:42,126.41,56517144
AAPL,3/5/2015,20:32:12,126.41,56517144
AAPL,3/5/2015,20:31:43,126.41,56517144
AAPL,3/5/2015,20:31:12,126.41,56517144
AAPL,3/5/2015,20:30:42,126.41,56517144
AAPL,3/5/2015,20:30:12,126.41,56517144
AAPL,3/5/2015,20:29:42,126.41,56517144
AAPL,3/5/2015,20:29:12,126.41,56517144
AAPL,3/5/2015,20:28:42,126.41,56517144
AAPL,3/5/2015,20:28:12,126.41,56517144
AAPL,3/5/2015,20:27:42,126.41,56517144
AAPL,3/5/2015,20:27:12,126.41,56517144
AAPL,3/5/2015,20:26:42,126.41,56517144
AAPL,3/5/2015,20:26:12,126.41,56517144
AAPL,3/5/2015,20:25:42,126.41,56517144
AAPL,3/5/2015,20:25:12,126.41,56517144
AAPL,3/5/2015,20:24:42,126.41,56517144
AAPL,3/5/2015,20:24:12,126.41,56517144
AAPL,3/5/2015,20:23:42,126.41,56517144
AAPL,3/5/2015,20:23:12,126.41,56517144
AAPL,3/5/2015,20:22:42,126.41,56517144
AAPL,3/5/2015,20:22:12,126.41,56517144
AAPL,3/5/2015,20:21:42,126.41,56517144
AAPL,3/5/2015,20:21:12,126.41,56517144
AAPL,3/5/2015,20:20:42,126.41,56517144
AAPL,3/5/2015,20:20:12,126.41,56517144
AAPL,3/5/2015,20:19:42,126.41,56517144
AAPL,3/5/2015,20:19:12,126.41,56517144
AAPL,3/5/2015,20:18:42,126.41,56517144
AAPL,3/5/2015,20:18:12,126.41,56517144
AAPL,3/5/2015,20:17:43,126.41,56517144
AAPL,3/5/2015,20:17:12,126.41,56517144
AAPL,3/5/2015,20:16:42,126.41,56517144
AAPL,3/5/2015,20:16:12,126.41,56517144
AAPL,3/5/2015,20:15:42,126.41,56517144
AAPL,3/5/2015,20:15:12,126.41,56517144
AAPL,3/5/2015,20:14:42,126.41,56516788
AAPL,3/5/2015,20:14:12,126.41,56514868
AAPL,3/5/2015,20:13:42,126.41,56514860
AAPL,3/5/2015,20:13:12,126.41,56514460
AAPL,3/5/2015,20:12:42,126.41,56513252
AAPL,3/5/2015,20:12:12,126.41,56513252
AAPL,3/5/2015,20:11:42,126.41,56513252
AAPL,3/5/2015,20:11:12,126.41,56512480
AAPL,3/5/2015,20:10:42,126.41,56504944
AAPL,3/5/2015,20:10:12,126.41,56504440
AAPL,3/5/2015,20:09:42,126.41,56504380
AAPL,3/5/2015,20:09:12,126.41,56500292
AAPL,3/5/2015,20:08:42,126.41,56500292
AAPL,3/5/2015,20:08:12,126.41,56500292
AAPL,3/5/2015,20:07:42,126.41,56500172
AAPL,3/5/2015,20:07:12,126.41,56498572
AAPL,3/5/2015,20:06:42,126.41,56494392
AAPL,3/5/2015,20:06:12,126.41,56494392
AAPL,3/5/2015,20:05:42,126.41,56494192
AAPL,3/5/2015,20:05:12,126.41,56494136
AAPL,3/5/2015,20:04:42,126.41,56493080
AAPL,3/5/2015,20:04:13,126.41,56492180
