symbol,date,time,price,volume
GOOG,3/5/2015,20:47:42,575.33,1385818
GOOG,3/5/2015,20:47:13,575.33,1385818
GOOG,3/5/2015,20:46:42,575.33,1385818
GOOG,3/5/2015,20:46:12,575.33,1385818
GOOG,3/5/2015,20:45:42,575.33,1385818
GOOG,3/5/2015,20:45:12,575.33,1385818
GOOG,3/5/2015,20:44:42,575.33,1385818
GOOG,3/5/2015,20:44:12,575.33,1385818
GOOG,3/5/2015,20:43:42,575.33,1385818
GOOG,3/5/2015,20:43:12,575.33,1385818
GOOG,3/5/2015,20:42:43,575.33,1385818
GOOG,3/5/2015,20:42:12,575.33,1385818
GOOG,3/5/2015,20:41:43,575.33,1385818
GOOG,3/5/2015,20:41:12,575.33,1385818
GOOG,3/5/2015,20:40:42,575.33,1385818
GOOG,3/5/2015,20:40:12,575.33,1385818
GOOG,3/5/2015,20:39:42,575.33,1385818
GOOG,3/5/2015,20:39:12,575.33,1385818
GOOG,3/5/2015,20:38:42,575.33,1385818
GOOG,3/5/2015,20:38:12,575.33,1385818
GOOG,3/5/2015,20:37:42,575.33,1385818
GOOG,3/5/2015,20:37:12,575.33,1385818
GOOG,3/5/2015,20:36:42,575.33,1385818
GOOG,3/5/2015,20:36:12,575.33,1385818
GOOG,3/5/2015,20:35:42,575.33,1385818
GOOG,3/5/2015,20:35:12,575.33,1385818
GOOG,3/5/2015,20:34:42,575.33,1385818
GOOG,3/5/2015,20:34:15,575.33,1385818
GOOG,3/5/2015,20:33:42,575.33,1385818
GOOG,3/5/2015,20:33:12,575.33,1385818
GOOG,3/5/2015,20:32:42,575.33,1385818
GOOG,3/5/2015,20:32:12,575.33,1385818
GOOG,3/5/2015,20:31:43,575.33,1385818
GOOG,3/5/2015,20:31:12,575.33,1385818
GOOG,3/5/2015,20:30:42,575.33,1385818
GOOG,3/5/2015,20:30:12,575.33,1385818
GOOG,3/5/2015,20:29:42,575.33,1385818
GOOG,3/5/2015,20:29:12,575.33,1385818
GOOG,3/5/2015,20:28:42,575.33,1385818
GOOG,3/5/2015,20:28:12,575.33,1385818
GOOG,3/5/2015,20:27:42,575.33,1385818
GOOG,3/5/2015,20:27:12,575.33,1385818
GOOG,3/5/2015,20:26:42,575.33,1385818
GOOG,3/5/2015,20:26:12,575.33,1385818
GOOG,3/5/2015,20:25:42,575.33,1385818
GOOG,3/5/2015,20:25:12,575.33,1385818
GOOG,3/5/2015,20:24:42,575.33,1385818
GOOG,3/5/2015,20:24:12,575.33,1385818
GOOG,3/5/2015,20:23:42,575.33,1385818
GOOG,3/5/2015,20:23:12,575.33,1385818
GOOG,3/5/2015,20:22:42,575.33,1385818
GOOG,3/5/2015,20:22:12,575.33,1385818
GOOG,3/5/2015,20:21:42,575.33,1385818
GOOG,3/5/2015,20:21:12,575.33,1385818
GOOG,3/5/2015,20:20:42,575.33,1385818
GOOG,3/5/2015,20:20:12,575.33,1385818
GOOG,3/5/2015,20:19:42,575.33,1385818
GOOG,3/5/2015,20:19:12,575.33,1385818
GOOG,3/5/2015,20:18:42,575.33,1385818
GOOG,3/5/2015,20:18:12,575.33,1385818
GOOG,3/5/2015,20:17:43,575.33,1385818
GOOG,3/5/2015,20:17:12,575.33,1385818
GOOG,3/5/2015,20:16:42,575.33,1385818
GOOG,3/5/2015,20:16:12,575.33,1385818
GOOG,3/5/2015,20:15:42,575.33,1385818
GOOG,3/5/2015,20:15:12,575.33,1385818
GOOG,3/5/2015,20:14:42,575.33,1385818
GOOG,3/5/2015,20:14:12,575.33,1385818
GOOG,3/5/2015,20:13:42,575.33,1385818
GOOG,3/5/2015,20:13:12,575.33,1385818
GOOG,3/5/2015,20:12:42,575.33,1385756
GOOG,3/5/2015,20:12:12,575.33,1385756
GOOG,3/5/2015,20:11:42,575.33,1385756
GOOG,3/5/2015,20:11:12,575.33,1385756
GOOG,3/5/2015,20:10:42,575.33,1385756
GOOG,3/5/2015,20:10:12,575.33,1385756
GOOG,3/5/2015,20:09:42,575.33,1385756
GOOG,3/5/2015,20:09:12,575.33,1385756
GOOG,3/5/2015,20:08:42,575.33,1385756
GOOG,3/5/2015,20:08:12,575.33,1385756
GOOG,3/5/2015,20:07:42,575.33,1385756
GOOG,3/5/2015,20:07:12,575.33,1385756
GOOG,3/5/2015,20:06:42,575.33,1385756
GOOG,3/5/2015,20:06:12,575.33,1385756
GOOG,3/5/2015,20:05:42,575.33,1385756
GOOG,3/5/2015,20:05:12,575.33,1385756
GOOG,3/5/2015,20:04:42,575.33,1385756
GOOG,3/5/2015,20:04:13,575.33,1385756
GOOG,3/5/2015,20:03:42,575.33,1385756
GOOG,3/5/2015,20:03:13,575.33,1385756
